Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Vietnam,89.76249356,88.9867875,89.45830889,93.24543724,91.14483918,90.8185429,89.91958445,93.52918529,92.56689484,92.33336885,93.33493297,94.97470386,97.57203742,98.74596616,98.86966326,99.81209703,102.1411492,103.5064494,105.1506577,103.3838184,104.4230948,108.4885603,111.4797275,117.2931547,123.6628296,131.000961,138.4595495,144.2245721,153.2005346,158.3520879,164.3029617,169.1682129,183.4941709,192.0113461,214.2787779,226.4851269,233.2332482,247.1733439,258.114769,277.6067383,294.3619262,296.7528637,296.2965941,305.0426836,320.5869577,344.0647799,366.5887515,373.2856888,430.6844029,486.6179525,497.4167992,490.5525222,473.6299246,524.1334638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Agriculture,0.151904744,0.151904744,0.151904744,0.151904744,0.08999047,0.113614277,0.12807142,0.119376181,0.153738083,0.218742841,0.188728551,0.218742837,0.24482855,0.286209498,0.447333303,0.411190445,0.408414258,0.399509496,0.470695204,0.639361862,0.899695213,0.914623792,0.737523765,0.71971424,0.796714258,0.571476175,0.640095222,0.834952358,1.048666629,1.063123783,1.048038057,0.998066631,1.094133297,1.130590422,1.547438036,1.270133271,1.370704694,1.400247554,1.082609461,1.523238027,1.271809467,1.314761845,1.273904728,1.527899942,1.365833298,1.126766631,1.301718997,1.264738052,1.381547572,1.377880891,1.174695188,1.454461883,1.423159031,1.399881313
Buildings,0.40867669,0.40867669,0.51377901,0.55440505,0.85901242,1.03945986,1.01483971,1.14072985,1.24523114,1.33662356,1.33734696,1.39994566,1.44023195,1.50507459,1.52071741,1.46207838,1.61028933,1.67482381,1.865103908,1.920321952,2.048226942,2.413759044,3.368919332,2.68569566,3.873523921,4.143821667,5.454183614,4.509608283,4.061982178,4.231795047,4.304112537,4.20604658,4.581662743,4.011292387,4.288904951,4.623963137,5.266516278,6.791693971,6.224553152,5.536060578,8.818148775,7.840226327,7.53791538,7.665625328,7.232903556,6.663517139,5.327786608,8.407347535,6.371134449,6.041025952,6.627066837,7.006478864,8.452395878,9.432502378
Fuel Exploitation,0.43544168,0.75240668,0.981233902,0.978057546,1.874456439,2.231460964,2.658227124,2.472869206,6.530554076,8.136359312,7.364940982,6.1345476,7.481941862,10.14401892,12.10080733,9.957402115,10.52746427,10.27501351,11.43492497,13.41606396,12.52435454,16.67013711,16.52938974,12.84501468,15.53131951,11.84965673,12.09060303,18.87645376,13.9773634,17.17036894,19.52281765,19.03561418,15.42717898,22.47756549,25.40831865,28.51146384,29.28643553,29.7816163,36.13148917,27.08136243,17.89057892,30.21224183,25.64862786,28.18735531,33.09049228,33.59483776,26.91257416,11.06764903,20.28727018,18.68709981,24.6826547,35.78006515,35.70994333,33.51749485
Industrial Combustion,19.19790784,19.19790784,5.295177252,4.802991972,6.014690784,5.90183439,6.26510295,5.682962238,6.14954429,7.092192458,7.861827024,8.913210194,8.614098234,9.201209858,9.045126842,9.515827364,9.02389413,9.787964372,9.52788047,12.58203205,14.01491849,15.39538019,16.68587792,17.82142439,18.43094339,20.24391332,23.80015098,23.82292052,23.61949244,23.04623547,25.84735678,26.42481277,28.41408636,29.56083694,33.3037389,35.12221872,37.91141798,43.42621158,43.19719306,29.61729677,30.44282989,28.52442642,31.96464025,29.0989933,28.61154128,28.87577373,29.68736142,32.49081799,35.52585381,35.18950986,32.20067664,34.99929105,36.92806104,36.03116969
Power Industry,1.947927108,1.947927108,2.420481198,2.796583878,3.220942884,3.879959166,4.609667142,5.201291736,6.468135702,7.078902738,7.643095764,7.727401494,8.756577336,9.249408546,8.803621074,9.384157596,9.564288678,9.24962364,9.977287168,11.84841334,16.08668333,18.98336472,19.33907956,21.7827024,22.80040509,26.39591229,29.86297852,29.79806697,33.63714893,34.45688616,37.44199306,40.77571257,46.88300216,45.46157706,49.30992648,54.75527533,57.53034412,63.51053569,68.15283551,73.81398091,95.96831783,88.25671316,91.54682466,95.90143331,98.17211014,103.152856,102.5991654,106.922374,112.2976771,112.3642315,120.0166365,111.2150523,113.0065974,116.864051
Processes,0.650966328,0.728782689,0.756679201,0.838217351,0.856893756,0.891039108,1.063220541,1.285551054,1.511579488,1.578190486,1.59216972,1.820234833,1.945770476,2.204823847,2.517757328,2.794774115,3.007413397,3.003189462,3.255402262,3.722824254,4.26669185,5.23346665,5.847631045,6.182133095,6.849906036,7.224261543,8.162742732,8.450693587,9.136430135,9.280523556,10.36841188,11.96636534,14.30768412,15.77187444,14.7602388,16.12196224,17.35805192,18.45097573,17.71754016,17.60682977,17.02390314,17.49241592,17.44861038,16.62980931,17.76233246,18.23662867,18.78596983,17.06887514,17.59749803,16.69522561,18.45657669,19.37295518,19.48726614,19.65195804
Transport,4.07975022,4.07975022,4.19151726,4.67658039,4.9244442,5.17355469,5.49012408,5.18919384,5.1142428,5.74957533,6.38750511,6.85829172,7.29088764,8.43770289,8.70715911,9.16923102,9.797455938,10.38343796,11.35576336,12.47554198,14.55688277,15.66657352,16.74852365,17.43290944,19.25155614,20.477952,23.38637085,26.9304355,25.14982612,30.4076008,32.20521197,34.9577088,35.80283733,38.11586133,40.95828183,40.6971352,38.99613697,41.52635621,43.61751517,42.74620854,44.10112809,44.62841311,44.39678618,58.17178372,65.16489223,61.2120449,62.88607048,60.57354065,60.82956855,64.78001025,50.16149265,49.01105572,59.25850948,66.34845991
Waste,0.009991671,0.010486516,0.010998087,0.011527779,0.012079775,0.012658254,0.013279946,0.013933698,0.014615328,0.015316474,0.01603574,0.016727128,0.01743385,0.018168449,0.018949049,0.019789587,0.020701215,0.021676965,0.022702895,0.023759492,0.024828634,0.02610826,0.027408794,0.028739995,0.030115801,0.031550152,0.033094624,0.034696246,0.03634805,0.038027733,0.041692368,0.043250778,0.044810583,0.046380145,0.047966435,0.049577815,0.05116968,0.052779666,0.054421712,0.056105577,0.057839622,0.059463548,0.061134867,0.062827094,0.064509565,0.066154399,0.067687719,0.069176434,0.070638663,0.072102287,0.073585426,0.07504208,0.076512952,0.078012654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,9.60352938,9.82450975,10.06882054,9.777016951,9.599615655,9.705669662,9.453904344,9.242216063,7.728910751,9.26079522,9.005702444,8.860610901,8.443127439,8.190755226,7.702291276,7.896283154,7.718408356,7.787423124,7.737801383,7.645469806,7.755320159,7.433974991,7.323229032,7.428556443,7.595932274,7.256677987,7.170158618,7.133091582,6.867736922,6.67076049,6.630390454,6.513254552,6.510727877,6.518701777,6.64074711,6.584407952,6.363241173,6.658160536,6.563305826,6.676235062,6.689513553,6.64849945,6.611061377,6.577809882,6.208384759,6.606055435,6.581398072,6.538305957,6.593486827,6.352644879,6.161004511,6.176000571,6.114069417,6.127057098
Buildings,0.23419963,0.23419963,0.231121954,0.226223746,0.2223746,0.221114292,0.214563566,0.209019566,0.205686096,0.198589412,0.19261564,0.190126832,0.18670239,0.181823754,0.17719905,0.17216486,0.167535018,0.162173872,0.157962342,0.153589752,0.14905469,0.139173409,0.13600629,0.130411261,0.127452698,0.122600235,0.122107896,0.112311081,0.105224045,0.099537541,0.094478029,0.090047077,0.086927047,0.081190678,0.077585511,0.074320958,0.071807752,0.073407142,0.067119545,0.060800513,0.066357337,0.055148449,0.045733786,0.037412016,0.027323529,0.016343644,0.01303295,0.021551339,0.015181091,0.015993823,0.016339003,0.016694023,0.020041262,0.022352462
Fuel Exploitation,1.710023473,1.70445842,2.020533047,2.009169032,1.900792835,2.170545453,3.088040637,3.363893154,3.889444351,4.774024641,4.677464208,4.451656094,5.030171031,5.890900018,6.966367711,7.018341859,7.936290889,7.882161171,8.483322931,9.132098951,9.595427369,10.04942181,10.21378964,10.22611211,10.37807349,9.241934489,11.26669143,13.53205387,10.1073253,10.1357972,10.6721574,10.67001328,10.64508811,13.32997996,13.48526125,13.80195423,14.56607159,14.02004727,14.75752439,14.8244213,11.81426178,10.95708265,11.05469612,10.64741024,10.78305306,11.36479237,11.81849864,11.82463352,11.51667684,11.26063954,10.16487344,9.63546055,9.705121224,9.792259192
Industrial Combustion,0.046494458,0.046494458,0.011557274,0.011162004,0.012618843,0.012646168,0.013185423,0.01271549,0.013526586,0.014820335,0.015999031,0.017702254,0.017551452,0.019494236,0.019529017,0.020681608,0.019428777,0.020931959,0.019950109,0.026548593,0.027625954,0.029957125,0.031806656,0.032092219,0.03361607,0.03647291,0.039897868,0.040940037,0.040657162,0.038405378,0.043925004,0.044078104,0.045783201,0.047707078,0.051845356,0.054090665,0.054864126,0.060127049,0.062179919,0.03584915,0.040941497,0.038349574,0.041856583,0.037207201,0.037422836,0.03688299,0.035878067,0.038260814,0.039385391,0.029555222,0.022881265,0.021249716,0.023290148,0.02351404
Power Industry,0.000860462,0.00085646,0.001059949,0.001271283,0.001299872,0.001587484,0.001905027,0.002432364,0.003516246,0.004017088,0.004938335,0.0050978,0.006058991,0.006590946,0.005222599,0.006050801,0.007640212,0.00757254,0.008123961,0.008382029,0.01155878,0.015908541,0.018579589,0.024281855,0.028521749,0.034800091,0.040842167,0.041156059,0.048376503,0.052247382,0.058078846,0.060506981,0.065527402,0.056856561,0.056435584,0.065954076,0.069026145,0.069551216,0.074758125,0.091107442,0.106784633,0.086649793,0.085259464,0.103070896,0.101407267,0.10164625,0.090421712,0.085513897,0.087917466,0.093641063,0.082123461,0.078346727,0.08439774,0.085613193
Processes,3.54816E-05,3.54816E-05,0.000039501,3.90133E-05,3.20968E-05,2.97297E-05,0.000046956,0.000189663,0.000192223,0.000192013,0.000186265,0.000181721,0.00018336,0.018499088,0.036560399,0.072706093,0.036587621,0.036612939,0.03661158,0.036627094,0.036633822,0.036652212,0.036656076,0.036667902,0.036671332,0.036347168,0.036343272,0.036511272,0.038749867,0.038749867,0.038771707,0.042021313,0.073298032,0.06693213,0.057706061,0.06597127,0.066632558,0.073176864,0.084137656,0.116628634,0.127787945,0.131075802,0.132544842,0.114461174,0.121168031,0.118412458,0.163091028,0.180897848,0.174886927,0.173276163,0.174856988,0.186262037,0.194429459,0.193695244
Transport,0.032311795,0.034088823,0.037285112,0.043354749,0.045740638,0.048817106,0.05503218,0.045892265,0.045973774,0.053914725,0.065273595,0.070683454,0.0775091,0.090741989,0.098054401,0.105518441,0.111261363,0.122243041,0.135765412,0.151646893,0.166684226,0.221368565,0.183648214,0.197100672,0.25635552,0.265369812,0.293623783,0.306686317,0.299005984,0.34459892,0.330231463,0.336950171,0.337542969,0.355175903,0.394397055,0.431354933,0.400333141,0.395503819,0.402587778,0.364168036,0.373258583,0.318934499,0.311409904,0.399373594,0.392464412,0.355973062,0.418342206,0.396464452,0.381368606,0.404894923,0.32575423,0.308600738,0.371895032,0.415228046
Waste,1.307029099,1.446271166,1.506115553,1.572896564,1.632645031,1.699025728,1.770030964,1.839295823,1.91539513,1.995942197,2.073817136,2.148789365,2.22458348,2.35550098,2.494380362,2.681253799,2.756054994,2.897059215,3.001885362,3.121384005,3.230558056,3.446429481,3.679860098,4.040104699,4.348305247,4.629671496,4.863479964,5.096958605,5.439647401,5.798793753,6.096574903,6.535694259,7.123706921,7.38126016,7.631913255,7.96258909,8.278194872,8.471390083,8.54370086,8.833313792,9.100280443,9.359254681,9.68448099,9.816323415,10.16532898,10.36837464,10.71872846,10.92801564,11.31354119,11.50518345,11.80253394,12.08464351,12.3785332,12.6709418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Processes,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000237061,0.000237061,0.000237061,0.000237061,0.000237061,0.000237061,0.00051535,0.000803947,0.130273145,0.176969616,0.661508121,0.948626524,1.131082519,1.055073476,1.257484006,1.423698564,1.495708464,1.638063539,1.800998766,1.927642779,2.060516803,2.122222479,2.228544251,2.353231558,2.685088465,3.36831514,4.051541814,1.682614288,1.74240969,1.886574971,2.016931838,2.128371022,2.257024799,2.380508075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,4.98678159,4.990666649,4.996801028,5.003614793,4.793690284,4.867366481,4.913226105,4.980569932,5.089080027,5.266928108,5.321674312,5.248850075,5.325365423,5.544156554,5.859229381,5.740400474,5.695946556,5.767659266,5.928032648,6.086563881,6.047515895,5.953223893,6.169353312,6.315999356,6.211613061,6.192781599,6.058214994,6.566795754,6.97815013,6.645985645,6.703999263,6.580458705,6.726165413,6.921854463,7.829473573,7.542952184,7.745289843,7.94092439,7.745521402,8.193121508,7.862690659,7.941858131,7.628735049,8.343746277,7.952190642,7.715186013,8.030365104,7.981534484,7.716685771,7.873488015,7.53323683,7.279243105,7.146389598,7.055240622
Buildings,0.026856234,0.026856234,0.026472588,0.025922939,0.025808891,0.025567436,0.024698366,0.024127908,0.023635241,0.022949196,0.022152932,0.021654486,0.021024133,0.020283437,0.019577371,0.018580226,0.017933051,0.017178225,0.016586531,0.015936723,0.015124559,0.014681547,0.015711531,0.013225931,0.014820305,0.014397616,0.01577944,0.012836593,0.011103607,0.009675236,0.009991231,0.00949915,0.009498327,0.00850112,0.0081209,0.008103478,0.008752195,0.011684492,0.010090199,0.008426386,0.015441127,0.012555128,0.011686392,0.011004087,0.009836177,0.066636538,0.033822421,0.129440278,0.099645949,0.073663227,0.089250976,0.124481126,0.15026047,0.167796702
Fuel Exploitation,0.009458758,0.010539985,0.011283373,0.011432629,0.013955139,0.015044193,0.016259792,0.015858359,0.015897435,0.017648333,0.017542815,0.01634994,0.017369229,0.019507306,0.021073284,0.017534634,0.017976382,0.017251779,0.019041435,0.020437832,0.01992023,0.022894198,0.022780505,0.028277837,0.028345993,0.027428612,0.029526777,0.033745048,0.030059093,0.032374751,0.033104193,0.03178938,0.029737858,0.034293101,0.035514722,0.036188668,0.036675588,0.035000385,0.039868557,0.032144611,0.0249413,0.030255125,0.03417581,0.037026092,0.040058696,0.041208909,0.033858625,0.02611234,0.024354344,0.02498404,0.028170657,0.027836955,0.024686221,0.02256511
Industrial Combustion,0.069579383,0.069579383,0.019518998,0.018688658,0.021360388,0.021323069,0.022252111,0.021265077,0.022548386,0.02483822,0.026847337,0.029697366,0.029334134,0.032025572,0.031744512,0.03309548,0.030919711,0.033278119,0.032082988,0.042143217,0.044348978,0.048024271,0.050691921,0.052183569,0.05416413,0.058560539,0.064036722,0.066284975,0.064941034,0.060911619,0.068522537,0.06776498,0.069432503,0.071453271,0.077811763,0.081368938,0.080611602,0.089187255,0.090277709,0.055910925,0.062543809,0.058030203,0.06456372,0.056794344,0.055828989,0.055084381,0.05187623,0.055128758,0.055798739,0.04253569,0.03274674,0.029359346,0.033088246,0.034545432
Power Industry,0.002398685,0.002395078,0.002966347,0.00348567,0.003796904,0.004597332,0.005486932,0.006540589,0.008790379,0.009879565,0.011432985,0.011678853,0.013619979,0.014551219,0.012311516,0.012002478,0.013425817,0.012617702,0.013986876,0.02186105,0.029621714,0.032543631,0.031545084,0.03158279,0.03164907,0.034376409,0.037229583,0.036425436,0.039156922,0.039594834,0.041917044,0.051091761,0.064989003,0.080711313,0.098709332,0.103833288,0.108905251,0.134641089,0.144589063,0.181624305,0.240626701,0.244572165,0.254339276,0.25149691,0.246452074,0.274478317,0.294101056,0.322180013,0.347172392,0.331200086,0.390168672,0.35804409,0.353325635,0.368050656
Processes,0.247904901,0.247765013,0.140593632,0.149103133,0.159387626,0.167938137,0.176293438,0.179431727,0.197286434,0.216600094,0.233271193,0.247096516,0.268088006,0.294151364,0.278793324,0.282857168,0.289776264,0.30135525,0.314251019,0.363942331,0.419583448,0.437356807,0.508224244,0.525908805,0.548573094,0.59299015,0.666972747,0.792673004,0.73560785,0.919437171,1.060832149,0.91082519,1.018931992,1.030631854,1.079749513,1.051062023,1.046626912,1.085613012,1.212438774,1.3071909,1.50237537,1.530888313,1.525666966,1.548278401,1.612051986,1.578488492,1.537047611,1.538762317,1.595955698,1.589003391,1.521461589,1.49031074,1.561556675,1.618073724
Transport,0.047892089,0.047491884,0.0485292,0.052333917,0.05549889,0.058344541,0.058020651,0.057772948,0.05442506,0.059575718,0.065177433,0.06931444,0.076644894,0.086801433,0.085763922,0.088332921,0.095326429,0.104167106,0.116601061,0.134153227,0.155870318,0.164151572,0.176310261,0.172226069,0.184239688,0.182290789,0.213651691,0.265186283,0.327408026,0.472863404,0.33684051,0.374837127,0.394005364,0.452964095,0.535827865,0.521323108,0.509681902,0.534009102,0.549284327,0.515562087,0.522979866,0.490036394,0.476267232,0.616335638,0.694011401,0.636088482,0.588185941,0.54842734,0.544801696,0.582418258,0.457283399,0.460639056,0.551666521,0.618645764
Waste,0.099148878,0.101714323,0.104312931,0.111049983,0.118004606,0.120861901,0.12373266,0.131146696,0.141152012,0.142182023,0.143302956,0.147004858,0.150914843,0.157615885,0.169951965,0.163512091,0.167884147,0.175248262,0.182876152,0.190816251,0.208668641,0.223882282,0.236974501,0.249151018,0.259038269,0.272751694,0.277118372,0.283630414,0.290930993,0.298111724,0.299719459,0.306472263,0.311842437,0.322407465,0.33181835,0.343921269,0.353593409,0.355339697,0.360581757,0.362666724,0.371337076,0.378344163,0.390400618,0.400663111,0.407801283,0.413049088,0.417822403,0.420074317,0.427337871,0.439991911,0.453416856,0.466539946,0.476283536,0.486230643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45.30711758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
